x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.11453889310359955,0.9792566895484924,0.1814824938774109,0.9407546520233154,0.23303404450416565,0.8711417317390442,0.26226702332496643,0.7984406352043152,0.2618575096130371,0.7353684306144714,0.19514968991279602,0.7551290988922119,0.21797001361846924,0.661882221698761,0.22986942529678345,0.6051514744758606,0.23910075426101685,0.5550318360328674,0.15083089470863342,0.7426873445510864,0.16188788414001465,0.6385348439216614,0.16842561960220337,0.5728095769882202,0.17390690743923187,0.5203173756599426,0.10783933103084564,0.7532283663749695,0.10848129540681839,0.6609452962875366,0.11034094542264938,0.6045023798942566,0.11489175260066986,0.5576017498970032,0.06566723436117172,0.7828112840652466,0.05534873902797699,0.7134732604026794,0.04781144857406616,0.6674877405166626,0.04383300244808197,0.6254206299781799,open_palm
0.11340433359146118,0.9757868051528931,0.1786961704492569,0.934548020362854,0.23209944367408752,0.8659614324569702,0.26045048236846924,0.7959815263748169,0.26043790578842163,0.7344489693641663,0.19429057836532593,0.7497129440307617,0.21857565641403198,0.6579459309577942,0.23039376735687256,0.5996472835540771,0.2382391393184662,0.5484854578971863,0.151147723197937,0.7373692989349365,0.16330674290657043,0.6351121664047241,0.16836751997470856,0.5694854855537415,0.17149515450000763,0.5153135657310486,0.10829003900289536,0.7476036548614502,0.1098112165927887,0.6567956209182739,0.11209703981876373,0.5996742248535156,0.11625505983829498,0.5522210001945496,0.0651007741689682,0.7754610180854797,0.05475720763206482,0.7078033685684204,0.04902148246765137,0.6633673906326294,0.04667644947767258,0.6230877637863159,open_palm
0.11471831798553467,0.9796664714813232,0.1805337369441986,0.9402358531951904,0.2349918782711029,0.8701303601264954,0.2649366855621338,0.8009951114654541,0.26227256655693054,0.7412622570991516,0.1957857459783554,0.7499383687973022,0.22172778844833374,0.6579478979110718,0.2345544844865799,0.6002206802368164,0.24323108792304993,0.5498767495155334,0.15245968103408813,0.7380626201629639,0.16547508537769318,0.6344640254974365,0.170930415391922,0.5699227452278137,0.1737017035484314,0.5179080963134766,0.10973323881626129,0.7485904097557068,0.11199642717838287,0.6563681364059448,0.11390987783670425,0.5993388295173645,0.11717110127210617,0.5520804524421692,0.06693054735660553,0.7772564888000488,0.057592518627643585,0.7077326774597168,0.05230254679918289,0.6630828380584717,0.05036851763725281,0.6227679252624512,open_palm
0.11659468710422516,0.9775794148445129,0.18269085884094238,0.9362150430679321,0.2366812825202942,0.8690220713615417,0.2633582651615143,0.7994815707206726,0.2619542181491852,0.738588809967041,0.19740068912506104,0.7493153214454651,0.22241374850273132,0.6575742959976196,0.23495079576969147,0.5993707180023193,0.24363288283348083,0.5486083626747131,0.15420883893966675,0.7378265857696533,0.1664448231458664,0.6350112557411194,0.17215724289417267,0.569642186164856,0.17588476836681366,0.5163103342056274,0.11170482635498047,0.7489133477210999,0.1132393479347229,0.6580444574356079,0.11525869369506836,0.6005774140357971,0.11930780112743378,0.5526447892189026,0.06881308555603027,0.7774761915206909,0.05843600630760193,0.7095190286636353,0.052444472908973694,0.6647921204566956,0.04983878880739212,0.6240922212600708,open_palm
0.11468707025051117,0.9734180569648743,0.1804010272026062,0.9342894554138184,0.23517459630966187,0.8657084107398987,0.2628542482852936,0.7948697805404663,0.26111406087875366,0.733514130115509,0.19686368107795715,0.7464044690132141,0.2217666208744049,0.6538110971450806,0.23430725932121277,0.5958342552185059,0.24275469779968262,0.5455589294433594,0.15372523665428162,0.7345954179763794,0.16637936234474182,0.6316210031509399,0.17206956446170807,0.5662100911140442,0.17558375000953674,0.5127276182174683,0.11115856468677521,0.7452961206436157,0.11276839673519135,0.6543481349945068,0.11553449928760529,0.5969605445861816,0.12017203867435455,0.549270749092102,0.06781589984893799,0.7736161351203918,0.05781232565641403,0.705662190914154,0.05224619805812836,0.6617446541786194,0.050038546323776245,0.621731698513031,open_palm
0.11297382414340973,0.9771232604980469,0.1782781183719635,0.9363177418708801,0.232956200838089,0.8691833019256592,0.2613542079925537,0.8004869818687439,0.2595727741718292,0.7390173077583313,0.19541938602924347,0.7485184073448181,0.22084268927574158,0.6565219759941101,0.23356500267982483,0.5985199213027954,0.24228376150131226,0.5474939346313477,0.15241266787052155,0.7371487021446228,0.16476482152938843,0.6340210437774658,0.17032594978809357,0.5686676502227783,0.17371316254138947,0.5150226354598999,0.11002375185489655,0.7488596439361572,0.1119876280426979,0.6579403877258301,0.11393328756093979,0.5998161435127258,0.11771067976951599,0.5501586198806763,0.06726828217506409,0.778551459312439,0.05727303773164749,0.7106674909591675,0.05101238936185837,0.6669365167617798,0.04772835969924927,0.6269645690917969,open_palm
0.11223609745502472,0.9759808778762817,0.177918940782547,0.9366731643676758,0.23220187425613403,0.8685976266860962,0.259365051984787,0.7981966137886047,0.25814902782440186,0.7363386154174805,0.1954190731048584,0.7490736246109009,0.22003892064094543,0.6559993624687195,0.23210933804512024,0.5972904562950134,0.24019387364387512,0.5459499359130859,0.15208321809768677,0.7375305891036987,0.16464565694332123,0.6342395544052124,0.16972577571868896,0.5685445070266724,0.17261648178100586,0.5151249766349792,0.10920430719852448,0.7488488554954529,0.11144910007715225,0.6575000286102295,0.11386153846979141,0.5997856855392456,0.11789751052856445,0.5514587759971619,0.06593392789363861,0.7777025699615479,0.05674010515213013,0.7093353271484375,0.05095479637384415,0.6655062437057495,0.04784155637025833,0.625757098197937,open_palm
0.10592097789049149,0.9749615788459778,0.1719771772623062,0.9369756579399109,0.22769911587238312,0.869430422782898,0.2560911774635315,0.7986539006233215,0.25475889444351196,0.7368187308311462,0.1905989795923233,0.7471323013305664,0.2164536416530609,0.651505708694458,0.22778917849063873,0.590758740901947,0.23517131805419922,0.5383331179618835,0.14722822606563568,0.7341881990432739,0.15999867022037506,0.6312647461891174,0.16451109945774078,0.5646802186965942,0.16734683513641357,0.5106403827667236,0.10423489660024643,0.7433745861053467,0.10671842098236084,0.6518686413764954,0.10913555324077606,0.5942442417144775,0.1130494773387909,0.5465941429138184,0.060444459319114685,0.7711441516876221,0.04950730502605438,0.7034988403320312,0.042636118829250336,0.65845787525177,0.0387459397315979,0.6175788044929504,open_palm
0.10572466999292374,0.9738067388534546,0.17242299020290375,0.9344888925552368,0.22818218171596527,0.8676366806030273,0.2549048662185669,0.79631108045578,0.2510514259338379,0.733858585357666,0.18949103355407715,0.7469981908798218,0.21447043120861053,0.6534062027931213,0.22625616192817688,0.5936968922615051,0.23435410857200623,0.5412161946296692,0.14606264233589172,0.7345126271247864,0.15934838354587555,0.6316072940826416,0.16457462310791016,0.5649683475494385,0.16820456087589264,0.5097132921218872,0.1033538430929184,0.7448820471763611,0.10585857927799225,0.6535913944244385,0.10746157914400101,0.5946053862571716,0.11083993315696716,0.5456916689872742,0.05999380350112915,0.7731518745422363,0.04917961359024048,0.7043989896774292,0.04233956336975098,0.6586832404136658,0.03852275013923645,0.6177034974098206,open_palm
0.10288381576538086,0.9632482528686523,0.1695832461118698,0.920789897441864,0.22467678785324097,0.8511791229248047,0.2533612549304962,0.7788987755775452,0.2536391019821167,0.715016782283783,0.18649081885814667,0.7327017188072205,0.2111700028181076,0.6363602876663208,0.22213110327720642,0.5766614675521851,0.2298489511013031,0.5258170962333679,0.14232197403907776,0.7200605273246765,0.15386095643043518,0.6157325506210327,0.15904876589775085,0.5486106276512146,0.1628992259502411,0.49490824341773987,0.099117711186409,0.729902982711792,0.0986134260892868,0.636916995048523,0.10030633211135864,0.5784296989440918,0.10477092862129211,0.5302237868309021,0.05657969415187836,0.7584194540977478,0.04340311139822006,0.6907023787498474,0.03552694618701935,0.645682156085968,0.03169267624616623,0.6043774485588074,open_palm
